2007-12-18T11:0:0,162.898499,162.898499,162.955505,162.942993,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T11:1:0,162.923492,162.885498,162.923492,162.893005,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T11:2:0,162.883499,162.882996,162.898499,162.892502,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T11:3:0,162.896500,162.896500,162.912994,162.901505,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T11:4:0,162.916992,162.916992,163.030502,162.942993,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T11:5:0,162.938004,162.919495,162.942993,162.929001,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T11:6:0,162.933014,162.932007,162.968506,162.967987,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T11:7:0,162.972000,162.951508,163.014008,162.957001,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T11:8:0,162.958008,162.942993,162.960510,162.953003,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T11:9:0,162.951508,162.951508,163.018005,163.018005,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T11:10:0,163.028000,163.010986,163.057007,163.057007,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T11:11:0,163.055511,163.053497,163.083008,163.062500,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T11:12:0,163.058502,163.051498,163.092987,163.092987,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T11:13:0,163.087997,163.037994,163.088501,163.042999,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T11:14:0,163.032990,162.991501,163.032990,163.002991,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T11:15:0,162.999496,162.962494,163.014008,162.979996,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T11:16:0,162.988007,162.975998,163.014999,163.011505,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T11:17:0,163.009491,163.007507,163.028000,163.028000,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T11:18:0,163.026489,163.023010,163.081512,163.046509,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T11:19:0,163.037003,162.999496,163.059006,163.024002,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T11:20:0,163.012497,163.006012,163.064499,163.053009,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T11:21:0,163.054993,163.039993,163.067993,163.065002,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T11:22:0,163.065994,163.065994,163.169998,163.162994,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T11:23:0,163.158997,163.153015,163.183014,163.156998,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T11:24:0,163.153015,163.121490,163.153015,163.126007,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T11:25:0,163.126495,163.123505,163.131500,163.123505,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T11:26:0,163.122498,163.072998,163.122498,163.081497,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T11:27:0,163.082489,163.078491,163.138489,163.126495,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T11:28:0,163.124496,163.102509,163.128998,163.111511,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T11:29:0,163.110992,163.103500,163.191498,163.172501,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T11:30:0,163.167999,163.039001,163.167999,163.059006,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T11:31:0,163.056000,163.043503,163.110504,163.108994,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T11:32:0,163.114502,163.076996,163.114502,163.083008,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T11:33:0,163.084015,163.083008,163.096497,163.086502,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T11:34:0,163.080994,163.080994,163.093994,163.091995,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T11:35:0,163.096497,163.092499,163.102997,163.092987,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T11:36:0,163.089508,163.076996,163.092987,163.076996,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T11:37:0,163.074493,163.062988,163.082001,163.066986,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T11:38:0,163.070496,163.053009,163.086502,163.067001,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T11:39:0,163.058990,163.035492,163.059509,163.041504,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T11:40:0,163.038498,163.026001,163.040497,163.027008,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T11:41:0,163.028000,162.990997,163.028000,163.015991,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T11:42:0,163.008499,162.980988,163.016006,162.993500,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T11:43:0,162.998001,162.998001,163.050995,163.033508,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T11:44:0,163.037994,163.032990,163.053009,163.041992,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T11:45:0,163.046005,163.040009,163.070007,163.070007,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T11:46:0,163.074997,163.072998,163.134003,163.121002,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T11:47:0,163.127502,163.119995,163.162003,163.156998,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T11:48:0,163.152008,163.125488,163.156998,163.126999,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T11:49:0,163.130493,163.117996,163.142502,163.141998,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T11:50:0,163.140503,163.140503,163.169998,163.164490,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T11:51:0,163.158005,163.141998,163.184998,163.165009,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T11:52:0,163.182007,163.182007,163.227997,163.214996,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T11:53:0,163.216003,163.205994,163.237000,163.205994,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T11:54:0,163.209000,163.169006,163.212494,163.169006,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T11:55:0,163.164001,163.085999,163.179993,163.100998,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T11:56:0,163.098999,163.074997,163.105499,163.093002,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T11:57:0,163.092499,163.085510,163.116501,163.109009,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T11:58:0,163.102509,163.102509,163.143494,163.131500,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T11:59:0,163.132996,163.125000,163.166000,163.150513,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T12:0:0,163.153503,163.123505,163.166992,163.129501,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T12:1:0,163.130005,163.106003,163.152008,163.152008,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T12:2:0,163.156998,163.113495,163.158997,163.113495,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T12:3:0,163.109497,163.052002,163.110992,163.078003,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T12:4:0,163.080002,163.078003,163.092987,163.080505,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T12:5:0,163.082001,163.022491,163.082001,163.076508,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T12:6:0,163.082001,163.072998,163.171509,163.165009,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T12:7:0,163.162994,163.143005,163.162994,163.143005,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T12:8:0,163.144501,163.097000,163.148499,163.097000,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T12:9:0,163.097504,163.095490,163.114990,163.109009,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T12:10:0,163.112503,163.109009,163.122986,163.122986,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T12:11:0,163.126999,163.126999,163.200500,163.200500,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T12:12:0,163.195007,163.144989,163.195007,163.174500,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T12:13:0,163.175995,163.165497,163.191010,163.191010,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T12:14:0,163.191498,163.191498,163.240005,163.233002,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T12:15:0,163.235992,163.208008,163.238998,163.211502,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T12:17:0,163.208008,163.170502,163.216003,163.208008,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T12:18:0,163.204498,163.188004,163.227997,163.188004,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T12:19:0,163.191498,163.183014,163.214508,163.197998,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T12:20:0,163.195007,163.143005,163.196991,163.160492,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T12:21:0,163.151505,163.143005,163.153503,163.143005,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T12:22:0,163.145508,163.145508,163.195007,163.195007,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T12:23:0,163.196503,163.173004,163.196503,163.186005,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T12:24:0,163.186493,163.181000,163.203003,163.197510,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T12:25:0,163.194000,163.182007,163.206512,163.197998,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T12:26:0,163.199005,163.197998,163.222000,163.213013,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T12:27:0,163.213501,163.208008,163.218002,163.209991,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T12:28:0,163.209000,163.177002,163.221497,163.177002,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T12:29:0,163.178009,163.173004,163.201996,163.175507,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T12:30:0,163.179001,163.154999,163.184998,163.161499,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T12:31:0,163.162003,163.144989,163.166000,163.153503,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T12:32:0,163.153000,163.122498,163.171005,163.156006,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T12:33:0,163.164490,163.164490,163.203003,163.195007,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T12:34:0,163.198502,163.197510,163.212006,163.197998,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T12:35:0,163.195496,163.195496,163.225006,163.225006,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T12:36:0,163.219498,163.183502,163.219498,163.199005,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T12:37:0,163.207001,163.182007,163.210999,163.208008,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T12:38:0,163.209000,163.196503,163.220001,163.213501,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T12:39:0,163.214996,163.192993,163.226013,163.209503,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T12:40:0,163.222992,163.195999,163.251007,163.248001,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T12:41:0,163.247009,163.244003,163.268005,163.268005,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T12:42:0,163.264999,163.248505,163.268005,163.251999,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T12:43:0,163.253998,163.227509,163.259003,163.227509,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T12:44:0,163.225998,163.218002,163.240509,163.240509,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T12:45:0,163.239502,163.199005,163.239502,163.208008,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T12:46:0,163.209991,163.203003,163.217010,163.213013,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T12:47:0,163.212006,163.203003,163.222992,163.218506,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T12:48:0,163.213501,163.203003,163.233002,163.233002,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T12:49:0,163.229004,163.218994,163.248993,163.237000,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T12:50:0,163.239014,163.225494,163.247498,163.227005,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T12:51:0,163.227509,163.227509,163.265503,163.252502,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T12:52:0,163.250000,163.244003,163.295502,163.290009,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T12:53:0,163.295502,163.265503,163.295502,163.289001,162.346008,163.533508,162.403015,163.325500,0.000000,0.000000
2007-12-18T12:54:0,163.289490,163.284500,163.352997,163.333008,162.346008,163.533508,162.403015,163.352997,0.000000,0.000000
2007-12-18T12:55:0,163.329498,163.327499,163.393997,163.386993,162.346008,163.533508,162.403015,163.393997,0.000000,0.000000
2007-12-18T12:56:0,163.390503,163.385010,163.453003,163.409500,162.346008,163.533508,162.403015,163.453003,0.000000,0.000000
2007-12-18T12:57:0,163.416504,163.385010,163.448502,163.403015,162.346008,163.533508,162.403015,163.453003,0.000000,0.000000
2007-12-18T12:58:0,163.399506,163.352997,163.409500,163.384491,162.346008,163.533508,162.403015,163.453003,0.000000,0.000000
2007-12-18T12:59:0,163.380005,163.372986,163.399506,163.399506,162.346008,163.533508,162.403015,163.453003,0.000000,0.000000
2007-12-18T13:0:0,163.403015,163.383499,163.410492,163.384491,162.346008,163.533508,162.403015,163.453003,0.000000,0.000000
2007-12-18T13:1:0,163.385010,163.358002,163.393005,163.380005,162.346008,163.533508,162.403015,163.453003,0.000000,0.000000
2007-12-18T13:2:0,163.384003,163.384003,163.475006,163.454010,162.346008,163.533508,162.403015,163.475006,0.000000,0.000000
2007-12-18T13:3:0,163.462494,163.455505,163.483994,163.477997,162.346008,163.533508,162.403015,163.483994,0.000000,0.000000
2007-12-18T13:4:0,163.472992,163.463013,163.509995,163.507996,162.346008,163.533508,162.403015,163.509995,0.000000,0.000000
2007-12-18T13:5:0,163.524002,163.453003,163.532990,163.454987,162.346008,163.533508,162.403015,163.532990,0.000000,0.000000
2007-12-18T13:6:0,163.458496,163.436996,163.480011,163.467010,162.346008,163.533508,162.403015,163.532990,0.000000,0.000000
2007-12-18T13:7:0,163.479004,163.440002,163.483002,163.477997,162.346008,163.533508,162.403015,163.532990,0.000000,0.000000
2007-12-18T13:8:0,163.479004,163.451508,163.481506,163.466492,162.346008,163.533508,162.403015,163.532990,0.000000,0.000000
2007-12-18T13:9:0,163.465500,163.440002,163.492493,163.472992,162.346008,163.533508,162.403015,163.532990,0.000000,0.000000
2007-12-18T13:10:0,163.474503,163.412994,163.474503,163.447510,162.346008,163.533508,162.403015,163.532990,0.000000,0.000000
2007-12-18T13:11:0,163.449493,163.438507,163.453491,163.450012,162.346008,163.533508,162.403015,163.532990,0.000000,0.000000
2007-12-18T13:12:0,163.451996,163.388000,163.451996,163.393005,162.346008,163.533508,162.403015,163.532990,0.000000,0.000000
2007-12-18T13:13:0,163.397003,163.385010,163.403015,163.389999,162.346008,163.533508,162.403015,163.532990,0.000000,0.000000
2007-12-18T13:14:0,163.388000,163.376007,163.411011,163.410004,162.346008,163.533508,162.403015,163.532990,0.000000,0.000000
2007-12-18T13:15:0,163.409500,163.392502,163.419495,163.419495,162.346008,163.533508,162.403015,163.532990,0.000000,0.000000
2007-12-18T13:16:0,163.411987,163.403503,163.425995,163.421509,162.346008,163.533508,162.403015,163.532990,0.000000,0.000000
2007-12-18T13:17:0,163.416992,163.381989,163.429993,163.381989,162.346008,163.533508,162.403015,163.532990,0.000000,0.000000
2007-12-18T13:18:0,163.382507,163.363007,163.384491,163.378998,162.346008,163.533508,162.403015,163.532990,0.000000,0.000000
2007-12-18T13:19:0,163.377991,163.377991,163.406998,163.405502,162.346008,163.533508,162.403015,163.532990,0.000000,0.000000
2007-12-18T13:20:0,163.408005,163.406998,163.424988,163.419998,162.346008,163.533508,162.403015,163.532990,0.000000,0.000000
2007-12-18T13:21:0,163.416992,163.409500,163.431000,163.410492,162.346008,163.533508,162.403015,163.532990,0.000000,0.000000
2007-12-18T13:22:0,163.412994,163.409500,163.421997,163.417999,162.346008,163.533508,162.403015,163.532990,0.000000,0.000000
2007-12-18T13:23:0,163.415497,163.408005,163.418488,163.409500,162.346008,163.533508,162.403015,163.532990,0.000000,0.000000
2007-12-18T13:24:0,163.410004,163.376007,163.410004,163.376007,162.346008,163.533508,162.403015,163.532990,0.000000,0.000000
2007-12-18T13:25:0,163.377991,163.375000,163.391998,163.375000,162.346008,163.533508,162.403015,163.532990,0.000000,0.000000
2007-12-18T13:26:0,163.374496,163.372986,163.382996,163.382996,162.346008,163.533508,162.403015,163.532990,0.000000,0.000000
2007-12-18T13:27:0,163.386002,163.384491,163.416000,163.384491,162.346008,163.533508,162.403015,163.532990,0.000000,0.000000
2007-12-18T13:28:0,163.372986,163.356995,163.386993,163.363495,162.346008,163.533508,162.403015,163.532990,0.000000,0.000000
2007-12-18T13:29:0,163.362503,163.362503,163.377991,163.365509,162.346008,163.533508,162.403015,163.532990,0.000000,0.000000
2007-12-18T13:30:0,163.363007,163.304001,163.363007,163.320007,162.346008,163.533508,162.403015,163.532990,0.000000,0.000000
2007-12-18T13:31:0,163.322998,163.305511,163.332504,163.308502,162.346008,163.533508,162.403015,163.532990,0.000000,0.000000
2007-12-18T13:32:0,163.315002,163.307999,163.333008,163.313507,162.346008,163.533508,162.403015,163.532990,0.000000,0.000000
